row_id,trip_id,station_name,event_type,scheduled_time,actual_time,delay_seconds,day_of_week,hour_of_day,service_date,punctuality_status,delay_bucket,peak_status,day_type
5701,1|61387|24|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 16:21:00,2025-01-31 16:07:00,-840.0,5,16,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5702,1|61387|24|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 16:21:00,2025-01-31 16:07:00,-840.0,5,16,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5703,1|61387|23|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 16:22:00,2025-01-31 16:17:00,-300.0,5,16,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5704,1|61387|23|86|31012025,Antonplatz (Berlin),departure,2025-01-31 16:22:00,2025-01-31 16:17:00,-300.0,5,16,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5705,1|61402|23|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 16:26:00,2025-01-31 16:26:00,0.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5706,1|61402|23|86|31012025,Antonplatz (Berlin),departure,2025-01-31 16:26:00,2025-01-31 16:26:00,0.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5707,1|61402|22|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 16:26:00,2025-01-31 16:27:00,60.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5708,1|61402|22|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 16:26:00,2025-01-31 16:27:00,60.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5709,1|61387|25|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 16:31:00,2025-01-31 16:30:00,-60.0,5,16,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5710,1|61387|25|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 16:31:00,2025-01-31 16:30:00,-60.0,5,16,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5711,1|61387|24|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 16:32:00,2025-01-31 16:30:00,-120.0,5,16,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5712,1|61387|24|86|31012025,Antonplatz (Berlin),departure,2025-01-31 16:32:00,2025-01-31 16:30:00,-120.0,5,16,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5713,1|61402|24|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 16:36:00,2025-01-31 16:34:00,-120.0,5,16,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5714,1|61402|24|86|31012025,Antonplatz (Berlin),departure,2025-01-31 16:36:00,2025-01-31 16:34:00,-120.0,5,16,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5715,1|61402|23|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 16:36:00,2025-01-31 16:37:00,60.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5716,1|61402|23|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 16:36:00,2025-01-31 16:37:00,60.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5717,1|61387|26|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 16:41:00,2025-01-31 16:37:00,-240.0,5,16,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5718,1|61387|26|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 16:41:00,2025-01-31 16:37:00,-240.0,5,16,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5719,1|61387|25|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 16:42:00,2025-01-31 16:41:00,-60.0,5,16,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5720,1|61387|25|86|31012025,Antonplatz (Berlin),departure,2025-01-31 16:42:00,2025-01-31 16:41:00,-60.0,5,16,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5721,1|61402|25|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 16:46:00,2025-01-31 16:46:00,0.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5722,1|61402|25|86|31012025,Antonplatz (Berlin),departure,2025-01-31 16:46:00,2025-01-31 16:46:00,0.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5723,1|61402|24|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 16:46:00,2025-01-31 16:44:00,-120.0,5,16,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5724,1|61402|24|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 16:46:00,2025-01-31 16:44:00,-120.0,5,16,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5725,1|61387|27|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 16:51:00,2025-01-31 16:37:00,-840.0,5,16,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5726,1|61387|27|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 16:51:00,2025-01-31 16:37:00,-840.0,5,16,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5727,1|61387|26|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 16:52:00,2025-01-31 16:48:00,-240.0,5,16,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5728,1|61387|26|86|31012025,Antonplatz (Berlin),departure,2025-01-31 16:52:00,2025-01-31 16:48:00,-240.0,5,16,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5729,1|61402|26|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 16:56:00,2025-01-31 16:56:00,0.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5730,1|61402|26|86|31012025,Antonplatz (Berlin),departure,2025-01-31 16:56:00,2025-01-31 16:56:00,0.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5731,1|61402|25|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 16:56:00,2025-01-31 16:56:00,0.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5732,1|61402|25|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 16:56:00,2025-01-31 16:56:00,0.0,5,16,2025-01-31,punctual,on_time,evening_peak,weekday
5733,1|61387|28|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:01:00,2025-01-31 16:59:00,-120.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5734,1|61387|28|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:01:00,2025-01-31 16:59:00,-120.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5735,1|61387|27|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:02:00,2025-01-31 17:01:00,-60.0,5,17,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5736,1|61387|27|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:02:00,2025-01-31 17:01:00,-60.0,5,17,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5737,1|61402|27|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:06:00,2025-01-31 17:05:00,-60.0,5,17,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5738,1|61402|27|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:06:00,2025-01-31 17:05:00,-60.0,5,17,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5739,1|61402|26|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:06:00,2025-01-31 17:06:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5740,1|61402|26|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:06:00,2025-01-31 17:06:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5741,1|61387|29|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:11:00,2025-01-31 17:07:00,-240.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5742,1|61387|29|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:11:00,2025-01-31 17:07:00,-240.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5743,1|61387|28|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:12:00,2025-01-31 17:10:00,-120.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5744,1|61387|28|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:12:00,2025-01-31 17:10:00,-120.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5745,1|61402|28|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:16:00,2025-01-31 17:14:00,-120.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5746,1|61402|28|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:16:00,2025-01-31 17:14:00,-120.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5747,1|61402|27|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:16:00,2025-01-31 17:15:00,-60.0,5,17,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5748,1|61402|27|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:16:00,2025-01-31 17:15:00,-60.0,5,17,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5749,1|61387|30|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:21:00,2025-01-31 17:06:00,-900.0,5,17,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5750,1|61387|30|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:21:00,2025-01-31 17:06:00,-900.0,5,17,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5751,1|61387|29|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:22:00,2025-01-31 17:18:00,-240.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5752,1|61387|29|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:22:00,2025-01-31 17:18:00,-240.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5753,1|61402|29|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:26:00,2025-01-31 17:26:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5754,1|61402|29|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:26:00,2025-01-31 17:26:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5755,1|61402|28|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:26:00,2025-01-31 17:24:00,-120.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5756,1|61402|28|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:26:00,2025-01-31 17:24:00,-120.0,5,17,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5757,1|61387|31|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:31:00,2025-01-31 17:32:00,60.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5758,1|61387|31|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:31:00,2025-01-31 17:32:00,60.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5759,1|61387|30|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:32:00,2025-01-31 17:31:00,-60.0,5,17,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5760,1|61387|30|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:32:00,2025-01-31 17:31:00,-60.0,5,17,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5761,1|61402|30|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:36:00,2025-01-31 17:36:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5762,1|61402|30|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:36:00,2025-01-31 17:36:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5763,1|61402|29|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:36:00,2025-01-31 17:37:00,60.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5764,1|61402|29|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:36:00,2025-01-31 17:37:00,60.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5765,1|61387|32|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:41:00,2025-01-31 17:41:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5766,1|61387|32|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:41:00,2025-01-31 17:41:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5767,1|61387|31|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:42:00,2025-01-31 17:43:00,60.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5768,1|61387|31|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:42:00,2025-01-31 17:43:00,60.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5769,1|61402|31|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:46:00,2025-01-31 17:47:00,60.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5770,1|61402|31|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:46:00,2025-01-31 17:47:00,60.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5771,1|61402|30|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:46:00,2025-01-31 17:46:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5772,1|61402|30|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:46:00,2025-01-31 17:46:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5773,1|61387|33|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:51:00,2025-01-31 17:36:00,-900.0,5,17,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5774,1|61387|33|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:51:00,2025-01-31 17:36:00,-900.0,5,17,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5775,1|61387|32|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:52:00,2025-01-31 17:52:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5776,1|61387|32|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:52:00,2025-01-31 17:52:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5777,1|61402|32|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 17:56:00,2025-01-31 17:56:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5778,1|61402|32|86|31012025,Antonplatz (Berlin),departure,2025-01-31 17:56:00,2025-01-31 17:56:00,0.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5779,1|61402|31|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 17:56:00,2025-01-31 17:57:00,60.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5780,1|61402|31|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 17:56:00,2025-01-31 17:57:00,60.0,5,17,2025-01-31,punctual,on_time,evening_peak,weekday
5781,1|61387|37|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 18:31:00,2025-01-31 18:30:00,-60.0,5,18,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5782,1|61387|37|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 18:31:00,2025-01-31 18:30:00,-60.0,5,18,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5783,1|61387|36|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 18:32:00,2025-01-31 18:31:00,-60.0,5,18,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5784,1|61387|36|86|31012025,Antonplatz (Berlin),departure,2025-01-31 18:32:00,2025-01-31 18:31:00,-60.0,5,18,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5785,1|61402|36|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 18:36:00,2025-01-31 18:34:00,-120.0,5,18,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5786,1|61402|36|86|31012025,Antonplatz (Berlin),departure,2025-01-31 18:36:00,2025-01-31 18:34:00,-120.0,5,18,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5787,1|61402|35|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 18:36:00,2025-01-31 18:37:00,60.0,5,18,2025-01-31,punctual,on_time,evening_peak,weekday
5788,1|61402|35|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 18:36:00,2025-01-31 18:37:00,60.0,5,18,2025-01-31,punctual,on_time,evening_peak,weekday
5789,1|61387|38|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 18:41:00,2025-01-31 18:36:00,-300.0,5,18,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5790,1|61387|38|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 18:41:00,2025-01-31 18:36:00,-300.0,5,18,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5791,1|61387|37|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 18:42:00,2025-01-31 18:41:00,-60.0,5,18,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5792,1|61387|37|86|31012025,Antonplatz (Berlin),departure,2025-01-31 18:42:00,2025-01-31 18:41:00,-60.0,5,18,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5793,1|61402|37|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 18:46:00,2025-01-31 18:45:00,-60.0,5,18,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5794,1|61402|37|86|31012025,Antonplatz (Berlin),departure,2025-01-31 18:46:00,2025-01-31 18:45:00,-60.0,5,18,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5795,1|61402|36|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 18:46:00,2025-01-31 18:44:00,-120.0,5,18,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5796,1|61402|36|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 18:46:00,2025-01-31 18:44:00,-120.0,5,18,2025-01-31,early,1_to_5min_early,evening_peak,weekday
5797,1|61387|38|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 18:52:00,2025-01-31 18:47:00,-300.0,5,18,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5798,1|61387|38|86|31012025,Antonplatz (Berlin),departure,2025-01-31 18:52:00,2025-01-31 18:47:00,-300.0,5,18,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5799,1|61400|0|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 18:54:00,2025-01-31 18:54:00,0.0,5,18,2025-01-31,punctual,on_time,evening_peak,weekday
5800,1|61400|0|86|31012025,Antonplatz (Berlin),departure,2025-01-31 18:54:00,2025-01-31 18:54:00,0.0,5,18,2025-01-31,punctual,on_time,evening_peak,weekday
5801,1|61386|0|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 18:54:00,2025-01-31 18:37:00,-1020.0,5,18,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5802,1|61386|0|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 18:54:00,2025-01-31 18:37:00,-1020.0,5,18,2025-01-31,early,more_than_5min_early,evening_peak,weekday
5803,1|61402|37|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 18:56:00,2025-01-31 18:55:00,-60.0,5,18,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5804,1|61402|37|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 18:56:00,2025-01-31 18:55:00,-60.0,5,18,2025-01-31,punctual,1_to_5min_early,evening_peak,weekday
5805,1|61400|1|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 19:04:00,2025-01-31 19:04:00,0.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5806,1|61386|0|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 19:04:00,2025-01-31 19:05:00,60.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5807,1|61400|1|86|31012025,Antonplatz (Berlin),departure,2025-01-31 19:04:00,2025-01-31 19:04:00,0.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5808,1|61386|0|86|31012025,Antonplatz (Berlin),departure,2025-01-31 19:04:00,2025-01-31 19:05:00,60.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5809,1|61400|0|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 19:04:00,2025-01-31 19:07:00,180.0,5,19,2025-01-31,late,1_to_5min_late,off_peak,weekday
5810,1|61386|1|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 19:04:00,2025-01-31 19:02:00,-120.0,5,19,2025-01-31,early,1_to_5min_early,off_peak,weekday
5811,1|61386|1|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 19:04:00,2025-01-31 19:02:00,-120.0,5,19,2025-01-31,early,1_to_5min_early,off_peak,weekday
5812,1|61400|0|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 19:04:00,2025-01-31 19:07:00,180.0,5,19,2025-01-31,late,1_to_5min_late,off_peak,weekday
5813,1|61400|2|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 19:14:00,2025-01-31 19:15:00,60.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5814,1|61386|1|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 19:14:00,2025-01-31 19:12:00,-120.0,5,19,2025-01-31,early,1_to_5min_early,off_peak,weekday
5815,1|61386|1|86|31012025,Antonplatz (Berlin),departure,2025-01-31 19:14:00,2025-01-31 19:12:00,-120.0,5,19,2025-01-31,early,1_to_5min_early,off_peak,weekday
5816,1|61400|2|86|31012025,Antonplatz (Berlin),departure,2025-01-31 19:14:00,2025-01-31 19:15:00,60.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5817,1|61400|1|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 19:14:00,2025-01-31 19:14:00,0.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5818,1|61386|2|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 19:14:00,2025-01-31 19:07:00,-420.0,5,19,2025-01-31,early,more_than_5min_early,off_peak,weekday
5819,1|61386|2|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 19:14:00,2025-01-31 19:07:00,-420.0,5,19,2025-01-31,early,more_than_5min_early,off_peak,weekday
5820,1|61400|1|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 19:14:00,2025-01-31 19:14:00,0.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5821,1|61386|2|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 19:24:00,2025-01-31 19:17:00,-420.0,5,19,2025-01-31,early,more_than_5min_early,off_peak,weekday
5822,1|61400|3|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 19:24:00,2025-01-31 19:24:00,0.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5823,1|61400|3|86|31012025,Antonplatz (Berlin),departure,2025-01-31 19:24:00,2025-01-31 19:24:00,0.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5824,1|61386|2|86|31012025,Antonplatz (Berlin),departure,2025-01-31 19:24:00,2025-01-31 19:17:00,-420.0,5,19,2025-01-31,early,more_than_5min_early,off_peak,weekday
5825,1|61400|2|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 19:24:00,2025-01-31 19:25:00,60.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5826,1|61386|3|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 19:24:00,2025-01-31 19:06:00,-1080.0,5,19,2025-01-31,early,more_than_5min_early,off_peak,weekday
5827,1|61386|3|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 19:24:00,2025-01-31 19:06:00,-1080.0,5,19,2025-01-31,early,more_than_5min_early,off_peak,weekday
5828,1|61400|2|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 19:24:00,2025-01-31 19:25:00,60.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5829,1|61386|3|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 19:34:00,2025-01-31 19:34:00,0.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5830,1|61400|4|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 19:34:00,2025-01-31 19:36:00,120.0,5,19,2025-01-31,late,1_to_5min_late,off_peak,weekday
5831,1|61386|3|86|31012025,Antonplatz (Berlin),departure,2025-01-31 19:34:00,2025-01-31 19:34:00,0.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5832,1|61400|4|86|31012025,Antonplatz (Berlin),departure,2025-01-31 19:34:00,2025-01-31 19:36:00,120.0,5,19,2025-01-31,late,1_to_5min_late,off_peak,weekday
5833,1|61400|3|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 19:34:00,2025-01-31 19:34:00,0.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5834,1|61386|4|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-31 19:34:00,2025-01-31 19:32:00,-120.0,5,19,2025-01-31,early,1_to_5min_early,off_peak,weekday
5835,1|61400|3|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 19:34:00,2025-01-31 19:34:00,0.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5836,1|61386|4|86|31012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-31 19:34:00,2025-01-31 19:32:00,-120.0,5,19,2025-01-31,early,1_to_5min_early,off_peak,weekday
5837,1|61386|4|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 19:44:00,2025-01-31 19:42:00,-120.0,5,19,2025-01-31,early,1_to_5min_early,off_peak,weekday
5838,1|61400|5|86|31012025,Antonplatz (Berlin),arrival,2025-01-31 19:44:00,2025-01-31 19:45:00,60.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
5839,1|61386|4|86|31012025,Antonplatz (Berlin),departure,2025-01-31 19:44:00,2025-01-31 19:42:00,-120.0,5,19,2025-01-31,early,1_to_5min_early,off_peak,weekday
5840,1|61400|5|86|31012025,Antonplatz (Berlin),departure,2025-01-31 19:44:00,2025-01-31 19:45:00,60.0,5,19,2025-01-31,punctual,on_time,off_peak,weekday
